FOLIO_INT,h0302,h0303,h0402,entidad1,desc_ent1,municipio1,desc_mun1,ponde_f,estrato
2022_26030014_05,2,0, ,26,26 SONORA,30,030 HERMOSILLO,"2617,86560594338",3
2022_26030015_01,1,61, ,26,26 SONORA,30,030 HERMOSILLO,"2200,82545410804",3
2022_26030015_02,2,34, ,26,26 SONORA,30,030 HERMOSILLO,"2514,58836794536",3
2022_26030015_03,1,11,1,26,26 SONORA,30,030 HERMOSILLO,"2316,03955852274",3
2022_26030015_04,1,6,1,26,26 SONORA,30,030 HERMOSILLO,"2322,72744737875",3
2022_26030018_01,2,34, ,26,26 SONORA,30,030 HERMOSILLO,"2549,51320638904",3
2022_26030018_02,2,36, ,26,26 SONORA,30,030 HERMOSILLO,"2549,51320638904",3
2022_26030019_01,1,40, ,26,26 SONORA,30,030 HERMOSILLO,"2676,31981426449",3
2022_26030019_02,2,27, ,26,26 SONORA,30,030 HERMOSILLO,"2549,51320638904",3
2022_26030019_03,2,10, ,26,26 SONORA,30,030 HERMOSILLO,"2428,80341174395",3
2022_26030019_04,1,9, ,26,26 SONORA,30,030 HERMOSILLO,"2354,98755081457",3
2022_26030020_01,1,34, ,26,26 SONORA,30,030 HERMOSILLO,"2676,31981426449",3
2022_26030020_02,2,29, ,26,26 SONORA,30,030 HERMOSILLO,"2549,51320638904",3
2022_26030020_03,2,8, ,26,26 SONORA,30,030 HERMOSILLO,"2274,50310473545",3
2022_26030020_04,1,6, ,26,26 SONORA,30,030 HERMOSILLO,"2354,98755081457",3
2022_26030020_05,2,4, ,26,26 SONORA,30,030 HERMOSILLO,"2654,22485047037",3
2022_26030021_01,2,58, ,26,26 SONORA,30,030 HERMOSILLO,"2098,49099799439",3
2022_26030021_02,1,39, ,26,26 SONORA,30,030 HERMOSILLO,"2676,31981426449",3
2022_26030021_03,2,22, ,26,26 SONORA,30,030 HERMOSILLO,"2549,51320638904",3
2022_26030022_01,1,59, ,26,26 SONORA,30,030 HERMOSILLO,"2231,39247430399",3
2022_26030022_02,2,49,1,26,26 SONORA,30,030 HERMOSILLO,"2098,49099799439",3
2022_26030023_01,2,49, ,26,26 SONORA,30,030 HERMOSILLO,"2360,80237274369",3
2022_26030024_01,1,42, ,26,26 SONORA,30,030 HERMOSILLO,"3010,85979104755",3
2022_26030024_02,2,51, ,26,26 SONORA,30,030 HERMOSILLO,"2360,80237274369",3
2022_26030025_01,2,31,32,26,26 SONORA,30,030 HERMOSILLO,"2868,20235718767",3
2022_26030025_02,2,54,16,26,26 SONORA,30,030 HERMOSILLO,"2360,80237274369",3
2022_26030025_03,1,47, ,26,26 SONORA,30,030 HERMOSILLO,"2510,31653359199",3
2022_26030025_04,1,22, ,26,26 SONORA,30,030 HERMOSILLO,"3010,85979104755",3
2022_26030027_01,2,32, ,26,26 SONORA,30,030 HERMOSILLO,"2868,20235718767",3
2022_26030027_02,2,18, ,26,26 SONORA,30,030 HERMOSILLO,"2732,40383821195",3
2022_26030027_03,2,1, ,26,26 SONORA,30,030 HERMOSILLO,"2986,00295677916",3
2022_26030028_01,1,42, ,26,26 SONORA,30,030 HERMOSILLO,"3010,85979104755",3
2022_26030028_02,2,33, ,26,26 SONORA,30,030 HERMOSILLO,"2868,20235718767",3
2022_26030028_03,2,15, ,26,26 SONORA,30,030 HERMOSILLO,"2732,40383821195",3
2022_26030028_04,1,11, ,26,26 SONORA,30,030 HERMOSILLO,"2641,73262144",3
2022_26030029_01,1,41, ,26,26 SONORA,30,030 HERMOSILLO,"3010,85979104755",3
2022_26030029_02,2,42, ,26,26 SONORA,30,030 HERMOSILLO,"2868,20235718767",3
2022_26030030_01,2,36, ,26,26 SONORA,30,030 HERMOSILLO,"2676,98886670849",3
2022_26030030_02,1,41, ,26,26 SONORA,30,030 HERMOSILLO,"2810,13580497771",3
2022_26030030_03,1,17, ,26,26 SONORA,30,030 HERMOSILLO,"2465,617113344",3
2022_26030030_04,1,14, ,26,26 SONORA,30,030 HERMOSILLO,"2465,617113344",3
2022_26030031_01,1,40, ,26,26 SONORA,30,030 HERMOSILLO,"2810,13580497771",3
2022_26030031_02,2,38, ,26,26 SONORA,30,030 HERMOSILLO,"2676,98886670849",3
2022_26030031_03,1,11, ,26,26 SONORA,30,030 HERMOSILLO,"2465,617113344",3
2022_26030031_04,2,9, ,26,26 SONORA,30,030 HERMOSILLO,"2388,22825997223",3
2022_26030032_01,1,33, ,26,26 SONORA,30,030 HERMOSILLO,"2810,13580497771",3
2022_26030032_02,2,32, ,26,26 SONORA,30,030 HERMOSILLO,"2676,98886670849",3
2022_26030032_03,1,14, ,26,26 SONORA,30,030 HERMOSILLO,"2465,617113344",3
2022_26030032_04,2,13, ,26,26 SONORA,30,030 HERMOSILLO,"2550,24358233115",3
2022_26030032_05,1,8, ,26,26 SONORA,30,030 HERMOSILLO,"2472,73692835529",3
2022_26030032_06,1,6, ,26,26 SONORA,30,030 HERMOSILLO,"2472,73692835529",3
2022_26030033_01,1,26, ,26,26 SONORA,30,030 HERMOSILLO,"2810,13580497771",3
2022_26030033_02,1,52, ,26,26 SONORA,30,030 HERMOSILLO,"2342,96209801919",3
2022_26030033_03,2,29, ,26,26 SONORA,30,030 HERMOSILLO,"2676,98886670849",3
2022_26030033_04,1,7, ,26,26 SONORA,30,030 HERMOSILLO,"2472,73692835529",3
2022_26030033_05,1,4, ,26,26 SONORA,30,030 HERMOSILLO,"3128,8588276957",3
2022_26030033_06,2,1, ,26,26 SONORA,30,030 HERMOSILLO,"2786,93609299388",3
2022_26030035_01,1,53, ,26,26 SONORA,30,030 HERMOSILLO,"2342,96209801919",3
2022_26030035_02,2,51, ,26,26 SONORA,30,030 HERMOSILLO,"2203,41554789411",3
2022_26030036_01,1,25,52,26,26 SONORA,30,030 HERMOSILLO,"2810,13580497771",3
2022_26030036_02,2,25, ,26,26 SONORA,30,030 HERMOSILLO,"2676,98886670849",3
2022_26030036_03,2,8, ,26,26 SONORA,30,030 HERMOSILLO,"2388,22825997223",3
2022_26030036_04,2,1,52,26,26 SONORA,30,030 HERMOSILLO,"2786,93609299388",3
2022_26030037_01,2,34, ,26,26 SONORA,30,030 HERMOSILLO,"2392,1073633802",3
2022_26030037_02,1,11, ,26,26 SONORA,30,030 HERMOSILLO,"2203,22950366184",3
2022_26030037_03,1,6, ,26,26 SONORA,30,030 HERMOSILLO,"2209,59163767227",3
2022_26030038_01,1,52, ,26,26 SONORA,30,030 HERMOSILLO,"2093,62726774565",3
2022_26030038_02,2,51,53,26,26 SONORA,30,030 HERMOSILLO,"1968,93107111973",3
2022_26030039_01,1,42,1,26,26 SONORA,30,030 HERMOSILLO,"2511,08498611382",3
2022_26030039_02,2,31,1,26,26 SONORA,30,030 HERMOSILLO,"2392,1073633802",3
2022_26030039_03,1,13, ,26,26 SONORA,30,030 HERMOSILLO,"2203,22950366184",3
2022_26030039_04,2,7, ,26,26 SONORA,30,030 HERMOSILLO,"2134,07626649437",3
2022_26030039_05,2,5, ,26,26 SONORA,30,030 HERMOSILLO,"2134,07626649437",3
2022_26030040_01,1,63, ,26,26 SONORA,30,030 HERMOSILLO,"2093,62726774565",3
2022_26030040_02,2,63, ,26,26 SONORA,30,030 HERMOSILLO,"1968,93107111973",3
2022_26030040_03,1,36, ,26,26 SONORA,30,030 HERMOSILLO,"2511,08498611382",3
2022_26030040_04,1,25, ,26,26 SONORA,30,030 HERMOSILLO,"2511,08498611382",3
2022_26030041_01,1,72, ,26,26 SONORA,30,030 HERMOSILLO,"2093,62726774565",3
2022_26030041_02,2,66, ,26,26 SONORA,30,030 HERMOSILLO,"1968,93107111973",3
2022_26030041_03,1,38, ,26,26 SONORA,30,030 HERMOSILLO,"2511,08498611382",3
2022_26030044_01,1,65,30,26,26 SONORA,30,030 HERMOSILLO,"2093,62726774565",3
2022_26030044_02,2,63, ,26,26 SONORA,30,030 HERMOSILLO,"1968,93107111973",3
2022_26030044_03,1,33, ,26,26 SONORA,30,030 HERMOSILLO,"2511,08498611382",3
2022_26030045_01,2,33, ,26,26 SONORA,30,030 HERMOSILLO,"2392,1073633802",3
2022_26030045_02,2,31, ,26,26 SONORA,30,030 HERMOSILLO,"2392,1073633802",3
2022_26030045_03,1,18, ,26,26 SONORA,30,030 HERMOSILLO,"2203,22950366184",3
2022_26030045_04,2,16, ,26,26 SONORA,30,030 HERMOSILLO,"2278,85013926424",3
2022_26030045_05,2,11, ,26,26 SONORA,30,030 HERMOSILLO,"2278,85013926424",3
2022_26030046_01,2,60, ,26,26 SONORA,30,030 HERMOSILLO,"3428,0496327531",3
2022_26030047_01,2,67, ,26,26 SONORA,30,030 HERMOSILLO,"3428,0496327531",3
2022_26030048_01,1,72, ,26,26 SONORA,30,030 HERMOSILLO,"3645,15461795002",3
2022_26030048_02,2,67, ,26,26 SONORA,30,030 HERMOSILLO,"3428,0496327531",3
2022_26030048_03,2,41, ,26,26 SONORA,30,030 HERMOSILLO,"4164,82978445661",3
2022_26030048_04,2,12, ,26,26 SONORA,30,030 HERMOSILLO,"3967,64086746898",3
2022_26030049_01,2,26, ,26,26 SONORA,30,030 HERMOSILLO,"1776,99404136815",3
2022_26030049_02,1,27, ,26,26 SONORA,30,030 HERMOSILLO,"1865,37741825598",3
2022_26030050_01,1,60, ,26,26 SONORA,30,030 HERMOSILLO,"1555,26597032534",3
2022_26030050_02,2,59, ,26,26 SONORA,30,030 HERMOSILLO,"1462,63450997465",3
2022_26030050_03,2,30, ,26,26 SONORA,30,030 HERMOSILLO,"1776,99404136815",3
2022_26030052_01,1,61, ,26,26 SONORA,30,030 HERMOSILLO,"1555,26597032534",3
2022_26030052_02,2,62,17,26,26 SONORA,30,030 HERMOSILLO,"1462,63450997465",3
2022_26030052_03,1,25, ,26,26 SONORA,30,030 HERMOSILLO,"1865,37741825598",3
2022_26030052_04,2,26,1,26,26 SONORA,30,030 HERMOSILLO,"1776,99404136815",3
2022_26030053_01,1,65,16,26,26 SONORA,30,030 HERMOSILLO,"1555,26597032534",3
2022_26030055_01,1,60, ,26,26 SONORA,30,030 HERMOSILLO,"1555,26597032534",3
2022_26030055_02,2,55, ,26,26 SONORA,30,030 HERMOSILLO,"1462,63450997465",3
2022_26030055_03,2,17, ,26,26 SONORA,30,030 HERMOSILLO,"1692,86010345343",3
2022_26030056_01,1,49, ,26,26 SONORA,30,030 HERMOSILLO,"1555,26597032534",3
2022_26030056_02,2,44, ,26,26 SONORA,30,030 HERMOSILLO,"1776,99404136815",3
2022_26030056_03,2,21, ,26,26 SONORA,30,030 HERMOSILLO,"1776,99404136815",3
2022_26030056_04,1,19, ,26,26 SONORA,30,030 HERMOSILLO,"1636,6847741488",3
2022_26030056_05,1,15, ,26,26 SONORA,30,030 HERMOSILLO,"1636,6847741488",3
2022_26030057_01,1,31, ,26,26 SONORA,30,030 HERMOSILLO,"1865,37741825598",3
2022_26030057_02,2,62, ,26,26 SONORA,30,030 HERMOSILLO,"1462,63450997465",3
2022_26030058_01,1,36, ,26,26 SONORA,30,030 HERMOSILLO,"1912,74051676639",3
2022_26030058_02,2,33, ,26,26 SONORA,30,030 HERMOSILLO,"1822,11303069977",3
2022_26030058_03,1,14, ,26,26 SONORA,30,030 HERMOSILLO,"1678,24122349242",3
2022_26030058_04,1,6, ,26,26 SONORA,30,030 HERMOSILLO,"1683,08738025817",3
2022_26030059_01,1,51, ,26,26 SONORA,30,030 HERMOSILLO,"1594,75514535313",3
2022_26030059_02,2,43, ,26,26 SONORA,30,030 HERMOSILLO,"1822,11303069977",3
2022_26030059_03,1,26, ,26,26 SONORA,30,030 HERMOSILLO,"1912,74051676639",3
2022_26030059_04,2,22, ,26,26 SONORA,30,030 HERMOSILLO,"1822,11303069977",3
2022_26030059_05,2,18, ,26,26 SONORA,30,030 HERMOSILLO,"1735,84287951768",3
2022_26030060_01,1,32,38,26,26 SONORA,30,030 HERMOSILLO,"1912,74051676639",3
2022_26030060_02,2,39,16,26,26 SONORA,30,030 HERMOSILLO,"1822,11303069977",3
2022_26030060_03,2,5, ,26,26 SONORA,30,030 HERMOSILLO,"1625,56590611876",3
2022_26030061_01,2,25, ,26,26 SONORA,30,030 HERMOSILLO,"1822,11303069977",3
2022_26030061_02,2,9, ,26,26 SONORA,30,030 HERMOSILLO,"1625,56590611876",3
2022_26030061_03,1,7, ,26,26 SONORA,30,030 HERMOSILLO,"1683,08738025817",3
2022_26030062_01,2,57, ,26,26 SONORA,30,030 HERMOSILLO,"1499,77171432948",3
2022_26030062_02,1,53, ,26,26 SONORA,30,030 HERMOSILLO,"1594,75514535313",3
2022_26030062_03,2,19, ,26,26 SONORA,30,030 HERMOSILLO,"1735,84287951768",3
2022_26030062_04,1,13, ,26,26 SONORA,30,030 HERMOSILLO,"1678,24122349242",3
2022_26030063_01,1,52, ,26,26 SONORA,30,030 HERMOSILLO,"1594,75514535313",3
2022_26030063_02,2,55, ,26,26 SONORA,30,030 HERMOSILLO,"1499,77171432948",3
2022_26030063_03,2,29, ,26,26 SONORA,30,030 HERMOSILLO,"1822,11303069977",3
2022_26030063_04,1,22, ,26,26 SONORA,30,030 HERMOSILLO,"1912,74051676639",3
2022_26030063_05,2,21, ,26,26 SONORA,30,030 HERMOSILLO,"1822,11303069977",3
2022_26030063_06,1,14, ,26,26 SONORA,30,030 HERMOSILLO,"1678,24122349242",3
2022_26030063_07,1,10, ,26,26 SONORA,30,030 HERMOSILLO,"1678,24122349242",3
2022_26030064_01,1,65, ,26,26 SONORA,30,030 HERMOSILLO,"1594,75514535313",3
2022_26030064_02,2,66, ,26,26 SONORA,30,030 HERMOSILLO,"1499,77171432948",3
2022_26030064_03,1,34, ,26,26 SONORA,30,030 HERMOSILLO,"1912,74051676639",3
2022_26030067_01,2,76, ,26,26 SONORA,30,030 HERMOSILLO,"1441,0909284185",3
2022_26030070_01,2,29, ,26,26 SONORA,30,030 HERMOSILLO,"1750,82016416647",3
2022_26030070_02,1,3,1,26,26 SONORA,30,030 HERMOSILLO,"2046,35484087593",3
2022_26030070_03,2,2, ,26,26 SONORA,30,030 HERMOSILLO,"1822,72850236264",3
2022_26030071_01,2,38, ,26,26 SONORA,30,030 HERMOSILLO,"1750,82016416647",3
2022_26030071_02,2,30, ,26,26 SONORA,30,030 HERMOSILLO,"1750,82016416647",3
2022_26030071_03,1,41, ,26,26 SONORA,30,030 HERMOSILLO,"1837,9017158374",3
2022_26030072_01,2,60, ,26,26 SONORA,30,030 HERMOSILLO,"1441,0909284185",3
2022_26030076_01,2,43, ,26,26 SONORA,30,030 HERMOSILLO,"2036,13900573434",3
2022_26030076_02,1,90, ,26,26 SONORA,30,030 HERMOSILLO,"1782,07559099779",3
2022_26030076_03,2,12, ,26,26 SONORA,30,030 HERMOSILLO,"1939,73553520706",3
2022_26030076_04,1,11, ,26,26 SONORA,30,030 HERMOSILLO,"1875,36797037883",3
2022_26030077_01,2,53,16,26,26 SONORA,30,030 HERMOSILLO,"1675,93537601263",3
2022_26030077_02,2,26,30,26,26 SONORA,30,030 HERMOSILLO,"2036,13900573434",3
2022_26030077_03,1,24, ,26,26 SONORA,30,030 HERMOSILLO,"2137,41162508498",3
2022_26030077_04,1,0,30,26,26 SONORA,30,030 HERMOSILLO,"2379,83488901868",3
2022_26030078_01,1,52, ,26,26 SONORA,30,030 HERMOSILLO,"1782,07559099779",3
2022_26030078_02,2,51, ,26,26 SONORA,30,030 HERMOSILLO,"1675,93537601263",3
2022_26030078_03,2,30, ,26,26 SONORA,30,030 HERMOSILLO,"2036,13900573434",3
2022_26030078_04,2,27, ,26,26 SONORA,30,030 HERMOSILLO,"2036,13900573434",3
2022_26030078_05,1,9, ,26,26 SONORA,30,030 HERMOSILLO,"1880,78335825675",3
2022_26030079_01,1,55, ,26,26 SONORA,30,030 HERMOSILLO,"1782,07559099779",3
2022_26030079_02,2,50, ,26,26 SONORA,30,030 HERMOSILLO,"1675,93537601263",3
2022_26030079_03,2,24, ,26,26 SONORA,30,030 HERMOSILLO,"2036,13900573434",3
2022_26030079_04,1,22, ,26,26 SONORA,30,030 HERMOSILLO,"2137,41162508498",3
2022_26030079_05,1,20,1,26,26 SONORA,30,030 HERMOSILLO,"2137,41162508498",3
2022_26030080_01,1,36, ,26,26 SONORA,30,030 HERMOSILLO,"2137,41162508498",3
2022_26030080_02,2,36, ,26,26 SONORA,30,030 HERMOSILLO,"2036,13900573434",3
2022_26030084_01,1,43, ,26,26 SONORA,30,030 HERMOSILLO,"2137,41162508498",3
2022_26030084_02,2,40, ,26,26 SONORA,30,030 HERMOSILLO,"2036,13900573434",3
2022_26030084_03,1,16, ,26,26 SONORA,30,030 HERMOSILLO,"1875,36797037883",3
2022_26030084_04,1,8, ,26,26 SONORA,30,030 HERMOSILLO,"1880,78335825675",3
2022_26030084_05,2,7, ,26,26 SONORA,30,030 HERMOSILLO,"1816,50539350414",3
2022_26030085_01,2,90, ,26,26 SONORA,30,030 HERMOSILLO,"3931,78807865983",3
2022_26030085_02,1,65, ,26,26 SONORA,30,030 HERMOSILLO,"4180,79578976736",3
2022_26030086_01,2,34, ,26,26 SONORA,30,030 HERMOSILLO,"4776,83518339925",3
2022_26030087_01,2,82, ,26,26 SONORA,30,030 HERMOSILLO,"3931,78807865983",3
2022_26030089_01,2,62, ,26,26 SONORA,30,030 HERMOSILLO,"3931,78807865983",3
2022_26030091_01,2,83,45,26,26 SONORA,30,030 HERMOSILLO,"3931,78807865983",3
2022_26030092_01,2,63, ,26,26 SONORA,30,030 HERMOSILLO,"3931,78807865983",3
2022_26030092_02,2,33, ,26,26 SONORA,30,030 HERMOSILLO,"4776,83518339925",3
2022_26030092_03,1,4, ,26,26 SONORA,30,030 HERMOSILLO,"5583,15468468987",3
2022_26030093_01,1,71, ,26,26 SONORA,30,030 HERMOSILLO,"4564,2511311663",3
2022_26030093_02,2,70, ,26,26 SONORA,30,030 HERMOSILLO,"4292,40486451214",3
2022_26030094_01,2,33, ,26,26 SONORA,30,030 HERMOSILLO,"5214,95822460111",3
2022_26030094_02,2,11, ,26,26 SONORA,30,030 HERMOSILLO,"4968,04970308539",3
2022_26030094_03,2,9, ,26,26 SONORA,30,030 HERMOSILLO,"4652,43272448887",3
2022_26030094_04,2,8, ,26,26 SONORA,30,030 HERMOSILLO,"4652,43272448887",3
2022_26030095_01,2,64, ,26,26 SONORA,30,030 HERMOSILLO,"4292,40486451214",3
2022_26030095_02,1,62, ,26,26 SONORA,30,030 HERMOSILLO,"4564,2511311663",3
2022_26030096_01,1,77, ,26,26 SONORA,30,030 HERMOSILLO,"4564,2511311663",3
2022_26030096_02,2,69, ,26,26 SONORA,30,030 HERMOSILLO,"4292,40486451214",3
2022_26030097_01,1,76, ,26,26 SONORA,30,030 HERMOSILLO,"4564,2511311663",3
2022_26030097_02,2,76, ,26,26 SONORA,30,030 HERMOSILLO,"4292,40486451214",3
2022_26030097_03,1,35, ,26,26 SONORA,30,030 HERMOSILLO,"5474,33760769928",3
2022_26030097_04,1,22, ,26,26 SONORA,30,030 HERMOSILLO,"5474,33760769928",3
2022_26030097_05,1,18, ,26,26 SONORA,30,030 HERMOSILLO,"4803,19152756144",3
2022_26030098_01,2,83, ,26,26 SONORA,30,030 HERMOSILLO,"4292,40486451214",3
2022_26030098_02,1,56, ,26,26 SONORA,30,030 HERMOSILLO,"4564,2511311663",3
2022_26030098_03,1,50, ,26,26 SONORA,30,030 HERMOSILLO,"4564,2511311663",3
2022_26030099_01,2,32, ,26,26 SONORA,30,030 HERMOSILLO,"5214,95822460111",3
2022_26030099_02,1,13, ,26,26 SONORA,30,030 HERMOSILLO,"4803,19152756144",3
2022_26030099_03,1,10, ,26,26 SONORA,30,030 HERMOSILLO,"4803,19152756144",3
2022_26030099_04,1,9, ,26,26 SONORA,30,030 HERMOSILLO,"4817,06141634303",3
2022_26030099_05,1,4, ,26,26 SONORA,30,030 HERMOSILLO,"6095,23195259679",3
2022_26030100_01,1,56, ,26,26 SONORA,30,030 HERMOSILLO,"4564,2511311663",3
2022_26030100_02,2,54, ,26,26 SONORA,30,030 HERMOSILLO,"4292,40486451214",3
2022_26030100_03,2,86, ,26,26 SONORA,30,030 HERMOSILLO,"4292,40486451214",3
2022_26030100_04,1,27, ,26,26 SONORA,30,030 HERMOSILLO,"5474,33760769928",3
2022_26030100_05,1,20, ,26,26 SONORA,30,030 HERMOSILLO,"5474,33760769928",3
2022_26030101_01,1,62, ,26,26 SONORA,30,030 HERMOSILLO,"6161,17274281507",3
2022_26030101_02,2,57, ,26,26 SONORA,30,030 HERMOSILLO,"5794,21401065659",3
2022_26030101_03,2,37, ,26,26 SONORA,30,030 HERMOSILLO,"7039,54658606205",3
2022_26030101_04,1,32, ,26,26 SONORA,30,030 HERMOSILLO,"7389,67657217968",3
2022_26030102_01,1,72, ,26,26 SONORA,30,030 HERMOSILLO,"6161,17274281507",3
2022_26030102_02,2,68, ,26,26 SONORA,30,030 HERMOSILLO,"5794,21401065659",3
2022_26030102_03,1,45, ,26,26 SONORA,30,030 HERMOSILLO,"6161,17274281507",3
2022_26030103_01,2,47, ,26,26 SONORA,30,030 HERMOSILLO,"5794,21401065659",3
2022_26030103_02,1,25, ,26,26 SONORA,30,030 HERMOSILLO,"7389,67657217968",3
2022_26030103_03,1,21, ,26,26 SONORA,30,030 HERMOSILLO,"7389,67657217968",3
2022_26030105_01,2,36, ,26,26 SONORA,30,030 HERMOSILLO,"7039,54658606205",3
2022_26030105_02,2,12, ,26,26 SONORA,30,030 HERMOSILLO,"6706,25071582743",3
2022_26030106_01,2,66, ,26,26 SONORA,30,030 HERMOSILLO,"5794,21401065659",3
2022_26030107_01,1,50, ,26,26 SONORA,30,030 HERMOSILLO,"2952,51321295101",3
2022_26030107_02,2,50, ,26,26 SONORA,30,030 HERMOSILLO,"2776,66186929746",3
2022_26030107_03,2,34, ,26,26 SONORA,30,030 HERMOSILLO,"3373,44125479526",3
2022_26030107_04,2,15, ,26,26 SONORA,30,030 HERMOSILLO,"3213,72158749048",3
2022_26030109_01,1,33, ,26,26 SONORA,30,030 HERMOSILLO,"3541,22804692314",3
2022_26030109_02,2,32, ,26,26 SONORA,30,030 HERMOSILLO,"3373,44125479526",3
2022_26030109_03,2,9, ,26,26 SONORA,30,030 HERMOSILLO,"3009,55593736338",3
2022_26030109_04,1,4,1,26,26 SONORA,30,030 HERMOSILLO,"3942,87088042954",3
2022_26030110_01,1,32, ,26,26 SONORA,30,030 HERMOSILLO,"3541,22804692314",3
2022_26030110_02,2,29, ,26,26 SONORA,30,030 HERMOSILLO,"3373,44125479526",3
2022_26030110_03,2,10, ,26,26 SONORA,30,030 HERMOSILLO,"3213,72158749048",3
2022_26030110_04,2,5, ,26,26 SONORA,30,030 HERMOSILLO,"3009,55593736338",3
2022_26030112_01,1,49, ,26,26 SONORA,30,030 HERMOSILLO,"2952,51321295101",3
2022_26030112_02,2,50, ,26,26 SONORA,30,030 HERMOSILLO,"2776,66186929746",3
2022_26030112_03,1,28, ,26,26 SONORA,30,030 HERMOSILLO,"3541,22804692314",3
2022_26030112_04,2,27, ,26,26 SONORA,30,030 HERMOSILLO,"3373,44125479526",3
2022_26030112_05,1,8, ,26,26 SONORA,30,030 HERMOSILLO,"3116,05060077294",3
2022_26030112_06,1,4, ,26,26 SONORA,30,030 HERMOSILLO,"3942,87088042954",3
2022_26030115_01,1,68,45,26,26 SONORA,30,030 HERMOSILLO,"3063,3830968659",3
2022_26030115_02,2,60,44,26,26 SONORA,30,030 HERMOSILLO,"2880,92835581802",3
2022_26030115_03,1,30, ,26,26 SONORA,30,030 HERMOSILLO,"3674,2047735831",3
2022_26030115_04,1,11,52,26,26 SONORA,30,030 HERMOSILLO,"3223,75244343345",3
2022_26030115_05,1,10,52,26,26 SONORA,30,030 HERMOSILLO,"3223,75244343345",3
2022_26030116_01,2,81,1,26,26 SONORA,30,030 HERMOSILLO,"2880,92835581802",3
2022_26030117_01,1,28, ,26,26 SONORA,30,030 HERMOSILLO,"3674,2047735831",3
2022_26030117_02,2,49, ,26,26 SONORA,30,030 HERMOSILLO,"2880,92835581802",3
2022_26030117_03,2,22, ,26,26 SONORA,30,030 HERMOSILLO,"3500,11741619981",3
2022_26030117_04,1,6, ,26,26 SONORA,30,030 HERMOSILLO,"3233,06148047543",3
2022_26030118_01,1,55, ,26,26 SONORA,30,030 HERMOSILLO,"3063,3830968659",3
2022_26030118_02,2,39, ,26,26 SONORA,30,030 HERMOSILLO,"3500,11741619981",3
2022_26030118_03,1,6, ,26,26 SONORA,30,030 HERMOSILLO,"3233,06148047543",3
2022_26030121_01,2,25, ,26,26 SONORA,30,030 HERMOSILLO,"3610,23660213362",3
2022_26030121_02,1,27, ,26,26 SONORA,30,030 HERMOSILLO,"3789,80102093996",3
2022_26030121_03,1,26, ,26,26 SONORA,30,030 HERMOSILLO,"3789,80102093996",3
2022_26030121_04,1,7, ,26,26 SONORA,30,030 HERMOSILLO,"3334,77866763495",3
2022_26030122_01,1,69, ,26,26 SONORA,30,030 HERMOSILLO,"3159,7619358354",3
2022_26030122_02,2,49, ,26,26 SONORA,30,030 HERMOSILLO,"2971,56688234515",3
2022_26030122_03,2,24, ,26,26 SONORA,30,030 HERMOSILLO,"3610,23660213362",3
2022_26030122_04,2,15, ,26,26 SONORA,30,030 HERMOSILLO,"3439,30557193866",3
2022_26030123_01,1,62, ,26,26 SONORA,30,030 HERMOSILLO,"3159,7619358354",3
2022_26030123_02,2,57,16,26,26 SONORA,30,030 HERMOSILLO,"2971,56688234515",3
2022_26030127_01,2,61, ,26,26 SONORA,30,030 HERMOSILLO,"3035,81697709856",3
2022_26030127_02,1,42, ,26,26 SONORA,30,030 HERMOSILLO,"3871,74266463596",3
2022_26030127_03,2,24, ,26,26 SONORA,30,030 HERMOSILLO,"3688,29577190948",3
2022_26030127_04,1,23, ,26,26 SONORA,30,030 HERMOSILLO,"3871,74266463596",3
2022_26030127_05,2,16, ,26,26 SONORA,30,030 HERMOSILLO,"3513,66893565625",3
2022_26030127_06,1,15, ,26,26 SONORA,30,030 HERMOSILLO,"3397,07246727395",3
2022_26030127_07,1,15, ,26,26 SONORA,30,030 HERMOSILLO,"3397,07246727395",3
2022_26030127_08,1,13, ,26,26 SONORA,30,030 HERMOSILLO,"3397,07246727395",3
2022_26030127_09,2,11, ,26,26 SONORA,30,030 HERMOSILLO,"3513,66893565625",3
2022_26030128_01,1,62, ,26,26 SONORA,30,030 HERMOSILLO,"3228,08111282644",3
2022_26030128_02,1,29, ,26,26 SONORA,30,030 HERMOSILLO,"3871,74266463596",3
2022_26030131_01,2,28, ,26,26 SONORA,30,030 HERMOSILLO,"3688,29577190948",3
2022_26030131_02,2,10, ,26,26 SONORA,30,030 HERMOSILLO,"3513,66893565625",3
2022_26030131_03,1,5, ,26,26 SONORA,30,030 HERMOSILLO,"3406,88199017841",3
2022_26030131_04,2,3, ,26,26 SONORA,30,030 HERMOSILLO,"3839,7786170138",3
2022_26030132_01,2,88, ,26,26 SONORA,30,030 HERMOSILLO,"2617,08360094703",3
2022_26030133_01,1,46, ,26,26 SONORA,30,030 HERMOSILLO,"2782,82854554003",3
2022_26030133_02,2,45, ,26,26 SONORA,30,030 HERMOSILLO,"2617,08360094703",3
2022_26030133_03,1,26, ,26,26 SONORA,30,030 HERMOSILLO,"3337,70919365169",3
2022_26030133_04,2,22, ,26,26 SONORA,30,030 HERMOSILLO,"3179,56532061162",3
2022_26030133_05,1,12, ,26,26 SONORA,30,030 HERMOSILLO,"2928,51074764996",3
2022_26030133_06,2,1,2,26,26 SONORA,30,030 HERMOSILLO,"3310,15398018431",3
2022_26030134_01,2,58,17,26,26 SONORA,30,030 HERMOSILLO,"2617,08360094703",3
